0,91.2121212121
1,39.4949494949
2,91.8181818182
3,88.4848484848
4,94.5454545455
5,90.101010101
6,84.3434343434
7,91.4141414141
8,93.4343434343
9,91.4141414141
10,94.4444444444
11,94.6464646465
12,94.4444444444
13,94.1414141414
14,93.6363636364
15,94.8484848485
16,94.6464646465
17,94.5454545455
18,94.5454545455
19,94.5454545455
20,94.4444444444
21,94.4444444444
22,94.3434343434
23,94.6464646465
24,94.5454545455
25,94.5454545455
26,94.5454545455
27,94.4444444444
28,94.4444444444
29,94.5454545455
30,94.7474747475
31,94.6464646465
32,94.4444444444
33,94.5454545455
34,94.8484848485
35,94.3434343434
36,94.7474747475
37,94.3434343434
38,94.6464646465
39,94.6464646465
40,94.6464646465
41,94.3434343434
42,94.2424242424
43,94.4444444444
44,94.5454545455
45,94.3434343434
46,94.4444444444
47,94.5454545455
48,94.6464646465
49,94.4444444444
50,94.6464646465
51,94.3434343434
52,94.5454545455
53,94.3434343434
54,94.5454545455
55,94.2424242424
56,94.5454545455
57,94.3434343434
58,94.5454545455
59,94.4444444444
60,94.4444444444
61,94.5454545455
62,94.3434343434
63,94.4444444444
64,94.6464646465
65,94.2424242424
66,94.3434343434
67,94.4444444444
68,94.5454545455
69,94.3434343434
70,94.3434343434
71,94.4444444444
72,94.6464646465
73,94.5454545455
74,94.3434343434
75,94.2424242424
76,94.4444444444
77,94.4444444444
78,94.4444444444
79,94.3434343434
80,94.3434343434
81,94.3434343434
82,94.4444444444
83,94.3434343434
84,94.3434343434
85,94.5454545455
86,94.4444444444
87,94.2424242424
88,94.4444444444
89,94.2424242424
90,94.4444444444
91,94.3434343434
92,94.3434343434
93,94.4444444444
94,94.4444444444
95,94.5454545455
96,94.4444444444
97,94.3434343434
98,94.4444444444
99,94.3434343434
100,94.4444444444
101,94.5454545455
102,94.4444444444
103,94.3434343434
104,94.4444444444
105,94.5454545455
106,94.4444444444
107,94.4444444444
108,94.4444444444
109,94.4444444444
110,94.3434343434
111,94.3434343434
112,94.3434343434
113,94.3434343434
114,94.4444444444
115,94.3434343434
116,94.4444444444
117,94.4444444444
118,94.4444444444
119,94.4444444444
120,94.2424242424
121,94.4444444444
122,94.5454545455
123,94.4444444444
124,94.4444444444
125,94.3434343434
126,94.4444444444
127,94.3434343434
128,94.7474747475
129,94.7474747475
130,94.4444444444
131,94.3434343434
132,94.3434343434
133,94.3434343434
134,94.3434343434
135,94.4444444444
136,94.4444444444
137,94.3434343434
138,94.3434343434
139,94.3434343434
140,94.4444444444
141,94.2424242424
142,94.3434343434
143,94.3434343434
144,94.5454545455
145,94.3434343434
146,94.4444444444
147,94.4444444444
148,94.4444444444
149,94.4444444444
150,94.4444444444
151,94.6464646465
152,94.4444444444
153,94.3434343434
154,94.3434343434
155,94.3434343434
156,94.5454545455
157,94.4444444444
158,94.4444444444
159,94.4444444444
160,94.5454545455
161,94.5454545455
162,94.2424242424
163,94.4444444444
164,94.3434343434
165,94.4444444444
166,94.3434343434
167,94.4444444444
168,94.5454545455
169,94.5454545455
170,94.4444444444
171,94.4444444444
172,94.5454545455
173,94.3434343434
174,94.4444444444
175,94.4444444444
176,94.3434343434
177,94.3434343434
178,94.5454545455
179,94.2424242424
180,94.4444444444
181,94.4444444444
182,94.5454545455
183,94.3434343434
184,94.5454545455
185,94.4444444444
186,94.3434343434
187,94.4444444444
188,94.4444444444
189,94.3434343434
190,94.2424242424
191,94.4444444444
192,94.4444444444
193,94.3434343434
194,94.3434343434
195,94.4444444444
196,94.2424242424
197,94.4444444444
198,94.4444444444
199,94.4444444444
