0,80.5050505051
1,82.4242424242
2,84.1414141414
3,86.4646464646
4,89.696969697
5,92.4242424242
6,91.7171717172
7,87.4747474747
8,94.5454545455
9,88.1818181818
10,94.0404040404
11,93.9393939394
12,90.303030303
13,89.1919191919
14,92.9292929293
15,94.5454545455
16,93.0303030303
17,89.3939393939
18,94.8484848485
19,93.6363636364
20,94.8484848485
21,93.7373737374
22,93.8383838384
23,93.5353535354
24,94.0404040404
25,90.7070707071
26,87.4747474747
27,94.6464646465
28,92.5252525253
29,93.3333333333
30,87.8787878788
31,92.8282828283
32,93.7373737374
33,92.6262626263
34,93.7373737374
35,93.9393939394
36,87.5757575758
37,93.9393939394
38,90.8080808081
39,94.3434343434
40,91.7171717172
41,93.4343434343
42,92.9292929293
43,94.1414141414
44,94.3434343434
45,94.0404040404
46,94.6464646465
47,92.6262626263
48,91.2121212121
49,89.595959596
50,93.4343434343
51,95.7575757576
52,94.4444444444
53,94.4444444444
54,88.0808080808
55,95.4545454545
56,92.2222222222
57,95.3535353535
58,93.9393939394
59,95.3535353535
60,95.4545454545
61,95.3535353535
62,95.6565656566
63,96.0606060606
64,96.4646464646
65,95.8585858586
66,96.1616161616
67,95.8585858586
68,96.0606060606
69,95.5555555556
70,96.0606060606
71,95.8585858586
72,95.9595959596
73,95.5555555556
74,95.7575757576
75,95.8585858586
76,95.6565656566
77,95.6565656566
78,95.8585858586
79,95.8585858586
80,95.9595959596
81,95.6565656566
82,95.6565656566
83,95.8585858586
84,95.7575757576
85,95.4545454545
86,95.6565656566
87,95.2525252525
88,95.5555555556
89,95.6565656566
90,95.5555555556
91,95.5555555556
92,95.6565656566
93,95.5555555556
94,95.4545454545
95,95.5555555556
96,94.9494949495
97,95.4545454545
98,95.8585858586
99,95.1515151515
100,95.1515151515
101,95.4545454545
102,95.3535353535
103,95.2525252525
104,95.4545454545
105,95.5555555556
106,95.0505050505
107,95.6565656566
108,95.4545454545
109,95.3535353535
110,95.3535353535
111,95.1515151515
112,95.4545454545
113,95.5555555556
114,95.2525252525
115,95.6565656566
116,95.2525252525
117,95.5555555556
118,95.2525252525
119,95.5555555556
120,95.3535353535
121,95.4545454545
122,95.3535353535
123,95.4545454545
124,95.4545454545
125,95.3535353535
126,95.4545454545
127,95.1515151515
128,95.4545454545
129,95.3535353535
130,95.3535353535
131,95.1515151515
132,95.4545454545
133,95.3535353535
134,95.1515151515
135,95.3535353535
136,95.4545454545
137,95.3535353535
138,95.4545454545
139,95.4545454545
140,95.3535353535
141,95.4545454545
142,95.4545454545
143,95.4545454545
144,95.4545454545
145,95.4545454545
146,95.3535353535
147,95.4545454545
148,95.3535353535
149,95.2525252525
150,95.4545454545
151,95.4545454545
152,95.3535353535
153,95.4545454545
154,95.3535353535
155,95.3535353535
156,95.3535353535
157,95.4545454545
158,95.4545454545
159,95.6565656566
160,95.4545454545
161,95.3535353535
162,95.4545454545
163,95.2525252525
164,95.4545454545
165,95.4545454545
166,95.3535353535
167,95.4545454545
168,95.4545454545
169,95.4545454545
170,95.5555555556
171,95.2525252525
172,95.5555555556
173,95.5555555556
174,95.4545454545
175,95.4545454545
176,95.5555555556
177,95.3535353535
178,95.5555555556
179,95.5555555556
180,95.4545454545
181,95.2525252525
182,95.4545454545
183,95.4545454545
184,95.5555555556
185,95.5555555556
186,95.5555555556
187,95.5555555556
188,95.5555555556
189,95.4545454545
190,95.4545454545
191,95.4545454545
192,95.5555555556
193,95.5555555556
194,95.4545454545
195,95.5555555556
196,95.4545454545
197,95.5555555556
198,95.5555555556
199,95.4545454545
