0,78.7878787879
1,56.8686868687
2,70.101010101
3,93.8383838384
4,92.6262626263
5,82.6262626263
6,94.5454545455
7,77.6767676768
8,87.5757575758
9,88.3838383838
10,94.6464646465
11,91.7171717172
12,91.5151515152
13,85.2525252525
14,88.9898989899
15,95.4545454545
16,86.2626262626
17,93.8383838384
18,92.7272727273
19,91.4141414141
20,93.4343434343
21,93.7373737374
22,93.8383838384
23,95.4545454545
24,95.5555555556
25,96.6666666667
26,95.7575757576
27,96.1616161616
28,96.1616161616
29,95.6565656566
30,95.9595959596
31,95.9595959596
32,95.9595959596
33,95.9595959596
34,95.6565656566
35,95.7575757576
36,96.0606060606
37,95.7575757576
38,95.9595959596
39,96.0606060606
40,95.9595959596
41,95.8585858586
42,96.3636363636
43,95.7575757576
44,95.7575757576
45,95.5555555556
46,95.7575757576
47,95.4545454545
48,96.1616161616
49,95.8585858586
50,95.5555555556
51,95.3535353535
52,96.5656565657
53,95.6565656566
54,95.8585858586
55,95.8585858586
56,95.6565656566
57,95.4545454545
58,95.5555555556
59,95.7575757576
60,94.6464646465
61,95.6565656566
62,95.4545454545
63,95.3535353535
64,94.7474747475
65,96.2626262626
66,94.2424242424
67,95.8585858586
68,93.7373737374
69,95.7575757576
70,95.6565656566
71,94.3434343434
72,94.2424242424
73,92.8282828283
74,96.0606060606
75,94.7474747475
76,89.0909090909
77,94.4444444444
78,57.6767676768
79,90.202020202
80,91.2121212121
81,90.202020202
82,93.2323232323
83,89.898989899
84,91.4141414141
85,92.8282828283
86,89.797979798
87,93.5353535354
88,93.1313131313
89,80.404040404
90,94.3434343434
91,94.0404040404
92,93.6363636364
93,94.4444444444
94,92.8282828283
95,84.8484848485
96,94.0404040404
97,92.6262626263
98,94.8484848485
99,93.3333333333
100,92.1212121212
101,94.0404040404
102,94.2424242424
103,95.5555555556
104,91.4141414141
105,94.7474747475
106,82.8282828283
107,93.5353535354
108,95.8585858586
109,91.9191919192
110,93.4343434343
111,94.7474747475
112,89.1919191919
113,94.5454545455
114,94.4444444444
115,83.2323232323
116,86.5656565657
117,93.5353535354
118,90.7070707071
119,91.1111111111
120,94.3434343434
121,92.7272727273
122,95.1515151515
123,95.5555555556
124,92.6262626263
125,93.1313131313
126,95.4545454545
127,94.5454545455
128,94.5454545455
129,95.5555555556
130,95.6565656566
131,95.4545454545
132,94.2424242424
133,93.9393939394
134,94.4444444444
135,95.2525252525
136,95.3535353535
137,95.3535353535
138,95.4545454545
139,95.1515151515
140,94.3434343434
141,94.2424242424
142,94.8484848485
143,94.9494949495
144,93.9393939394
145,94.8484848485
146,94.6464646465
147,94.7474747475
148,94.8484848485
149,94.5454545455
